source_gene,gene_name
Gene::337873,H2BC20P
Gene::79740,ZBBX
Gene::729438,CASTOR2
Gene::10485,MIR9-1HG
Gene::85340,KRT90P
Gene::725,C4BPB
Gene::1412,CRYBA2
Gene::3502,IGHG3
Gene::117285,DEFB118
Gene::10309,CCNO
Gene::1496491,PAB1620
Gene::653548,DUX4L3
Gene::5365,PLXNB3
Gene::53373,TPCN1
Gene::30850,CDR2L
Gene::8608,RDH16
Gene::407017,MIR26B
Gene::406938,MIR146A
Gene::54796,BNC2
Gene::85460,ZNF518B
Gene::392197,USP17L7
Gene::342865,VSTM2B
Gene::85414,SLC45A3
Gene::946960,ydhF
Gene::79190,IRX6
Gene::196951,FAM227B
Gene::387264,KRTAP5-1
Gene::7053,TGM3
Gene::754,PTTG1IP
Gene::11068,CYB561D2
Gene::80775,TMEM177
Gene::6940,ZNF354A
Gene::51530,ZC3HC1
Gene::10317,B3GALT5
Gene::23201,FAM168A
Gene::22996,TTC39A
Gene::675;672,Gene not found in NCBI database.
Gene::5224,PGAM2
Gene::126969,SLC44A3
Gene::286262,TPRN
Gene::10747,MASP2
Gene::153571,IRX2-DT
Gene::283431,GAS2L3
Gene::9806,SPOCK2
Gene::105664404,WSPAR
Gene::283554,GPR137C
Gene::100528021,ST20-MTHFS
Gene::729920,CRPPA
Gene::6543,SLC8A2
Gene::16196,Il7
Gene::139105,BEND2
Gene::100129528,MUC8
Gene::1408,CRY2
Gene::26998,FETUB
Gene::57698,SHTN1
Gene::125111,GJD3
Gene::55680,RUFY2
Gene::337979,KRTAP22-1
Gene::84059,ADGRV1
Gene::6508,SLC4A3
Gene::80059,LRRTM4
Gene::151195,CCNYL1
Gene::55243,KIRREL1
Gene::3783726,BPLF1
Gene::1761,DMRT1
Gene::8926,SNURF
Gene::80117,ARL14
Gene::113802,HENMT1
Gene::64174,DPEP2
Gene::9427,ECEL1
Gene::114902,C1QTNF5
Gene::440804,RIMBP3B
Gene::250692,Su(osk)P16
Gene::54258,Cxcr1
Gene::79095,BBLN
Gene::25950,RWDD3
Gene::147015,DHRS13
Gene::65122,PRAMEF2
Gene::221322,TBC1D32
Gene::286410,ATP11C
Gene::341567,H1-7
Gene::54898,ELOVL2
Gene::126549,ANKLE1
Gene::259215,LY6G6F
Gene::54981,NMRK1
Gene::259308,SPATA31F1
Gene::57393,CLTRN
Gene::440822,PIWIL3
Gene::389524,GTF2IRD2B
Gene::138009,DCAF4L2
Gene::3783690,BcRF1
Gene::6557,SLC12A1
Gene::201163,FLCN
Gene::140880,CST11
Gene::56063,TMEM234
Gene::143282,FGFBP3
Gene::54549,SDK2
Gene::57549,IGSF9
Gene::140711,TLDC2
Gene::2982,GUCY1A1
Gene::1896,EDA
Gene::64901,RANBP17
Gene::574045,HNP1
Gene::493953,IL2RA
Gene::222865,TMEM130
Gene::132989,C4orf36
Gene::90957,DHX57
Gene::643008,SMIM5
Gene::80760,ITIH5
Gene::130576,LYPD6B
Gene::83715,ESPN
Gene::168455,CCDC71L
Gene::150946,GAREM2
Gene::11057,ABHD2
Gene::16000,Igf1
Gene::347051,SLC10A5
Gene::344805,TMPRSS7
Gene::1006,CDH8
Gene::219285,SAMD9L
Gene::64922,LRRC19
Gene::148811,PM20D1
Gene::56659,KCNK13
Gene::152007,GLIPR2
Gene::9620,CELSR1
Gene::6523,SLC5A1
Gene::91452,ACBD5
Gene::389197,C4orf50
Gene::147968,CAPN12
Gene::375337,TOPAZ1
Gene::766,CA7
Gene::8642,DCHS1
Gene::13666,Eif2ak3
Gene::200008,CDCP2
Gene::28878,IGKV2D-40
Gene::152189,CMTM8
Gene::2703434,UL9
Gene::112495,GTF3C6
Gene::153743,PPP1R2B
Gene::406992,MIR210
Gene::89790,SIGLEC10
Gene::254827,NAALADL2
Gene::22881,ANKRD6
Gene::400073,C12orf76
Gene::79802,HHIPL2
Gene::653247,PRB2
Gene::55122,AKIRIN2
Gene::96459,FNIP1
Gene::64292,Ptges
Gene::81849,ST6GALNAC5
Gene::386684,KRTAP12-4
Gene::84830,ADTRP
Gene::4054,LTBP3
Gene::51365,PLA1A
Gene::5244,ABCB4
Gene::53,ACP2
Gene::3448,IFNA14
Gene::3700,ITIH4
Gene::391253,SPINT4
Gene::64778,FNDC3B
Gene::5078,PAX4
Gene::9315,NREP
Gene::399664,MEX3D
Gene::83862,TMEM120A
Gene::161753,CIMAP1C
Gene::553158,PRR5-ARHGAP8
Gene::9982,FGFBP1
Gene::100885775,BANCR
Gene::100289635,ZNF605
Gene::64693,CTAGE1
Gene::81563,C1orf21
Gene::10462,CLEC10A
Gene::151313,FAHD2B
Gene::151258,SLC38A11
Gene::266675,BEST4
Gene::7707,ZNF148
Gene::10156,RASA4
Gene::7504,XK
Gene::6406,SEMG1
Gene::407040,MIR34A
Gene::353324,SPATA12
Gene::401827,MSLNL
Gene::8708,B3GALT1
Gene::54,ACP5
Gene::907,CCT
Gene::339456,TMEM52
Gene::NVA171,Gene not found in NCBI database.
Gene::246253,Adipoq
Gene::55815,TSNAXIP1
Gene::1671,DEFA6
Gene::84280,BTBD10
Gene::554213,MIR449A
Gene::126669,SHE
Gene::143686,SESN3
Gene::5957,RCVRN
Gene::254240,BPIFC
Gene::328483,Trav6-3
Gene::80724,ACAD10
Gene::28883,IGKV2D-28
Gene::339123,JMJD8
Gene::201780,SLC10A4
Gene::221477,C6orf89
Gene::285016,ALKAL2
Gene::25907,TMEM158
Gene::55753,OGDHL
Gene::79818,ZNF552
Gene::404093,CUEDC1
Gene::85445,CNTNAP4
Gene::1149,CIDEA
Gene::81871,KRTAP4-6
Gene::79933,SYNPO2L
Gene::442590,SPDYE5
Gene::9823,ARMCX2
Gene::10690,FUT9
Gene::342346,C16orf96
Gene::100310846,ANKRD61
Gene::3077555,US6
Gene::200172,SLFNL1
Gene::1584,CYP11B1
Gene::3136,HLA-H
Gene::693231,MIR646
Gene::57478,USP31
Gene::22986,SORCS3
Gene::55032,SLC35A5
Gene::55573,CDV3
Gene::219537,SMTNL1
Gene::9711,RUBCN
Gene::29015,SLC43A3
Gene::72,ACTG2
Gene::3266,ERAS
Gene::28402,IGHV3-69-1
Gene::12638,Cftr
Gene::390637,GDPGP1
Gene::254778,VXN
Gene::28903,IGKV1D-12
Gene::159686,CFAP58
Gene::84665,MYPN
Gene::126520,PLK5
Gene::6441,SFTPD
Gene::57055,DAZ2
Gene::6896,TARBP2P1
Gene::8786,RGS11
Gene::50928,Klrg1
Gene::442117,GALNTL6
Gene::16408,Itgal
Gene::203430,RTL3
Gene::339398,LINGO4
Gene::339184,CCDC144NL
Gene::724033,MIR663A
Gene::16362,Irf1
Gene::4320,MMP11
Gene::90987,ZNF251
Gene::3167,HMX2
Gene::100133790,MUC3
Gene::256472,TMEM151A
Gene::51050,PI15
Gene::80816,ASXL3
Gene::63916,ELMO2
Gene::79583,TMEM231
Gene::4880,NPPC
Gene::146802,SLC47A2
Gene::55124,PIWIL2
Gene::8701,DNAH11
Gene::790955,UQCC3
Gene::353088,ZNF429
Gene::55002,TMCO3
Gene::221955,DAGLB
Gene::57673,BEND3
Gene::494513,PJVK
Gene::152519,NIPAL1
Gene::84262,PSMG3
Gene::6581,SLC22A3
Gene::79147,FKRP
Gene::284185,LINC00482
Gene::29063,ZCCHC4
Gene::440585,CFAP144
Gene::337971,KRTAP19-4
Gene::145873,MESP2
Gene::246777,SPESP1
Gene::5069,PAPPA
Gene::28974,C19orf53
Gene::23059,CLUAP1
Gene::414061,DNAJB3
Gene::390245,KDM4E
Gene::10297,APC2
Gene::28389,IGHV4-38-2
Gene::853029,UTP8
Gene::92552,ATXN3L
Gene::79640,C22orf46P
Gene::339044,PKD1P1
Gene::124590,USH1G
Gene::388591,RNF207
Gene::9398,CD101
Gene::619556,MIR455
Gene::83483,PLVAP
Gene::63970,TP53AIP1
Gene::25901,CCDC28A
Gene::125150,ZSWIM7
Gene::5420,PODXL
Gene::84267,QNG1
Gene::11221,DUSP10
Gene::57157,PHTF2
Gene::4495,MT1G
Gene::138715,ARID3C
Gene::79847,MFSD13A
Gene::13685,Eif4ebp1
Gene::100529261,CHURC1-FNTB
Gene::90853,SPOCD1
Gene::5075,PAX1
Gene::100329135,TRPC5OS
Gene::57469,PNMA8B
Gene::641339,ZNF674
Gene::20343,Sell
Gene::18019,Nfatc2
Gene::1486086,CrmA
Gene::654463,FER1L6
Gene::6787,NEK4
Gene::10655,DMRT2
Gene::127550,A3GALT2
Gene::140453,MUC17
Gene::55911,APOBR
Gene::338596,ST8SIA6
Gene::4585,MUC4
Gene::85329,LGALS12
Gene::54933,RHBDL2
Gene::148198,ZNF98
Gene::132299,OCIAD2
Gene::653545,DUX4L5
Gene::100294562,KISS1
Gene::8131,NPRL3
Gene::100422996,MIR4262
Gene::5232,PGK2
Gene::84632,AFAP1L2
Gene::55301,OLAH
Gene::8692,HYAL2
Gene::126231,ZNF573
Gene::23158,TBC1D9
Gene::129804,FBLN7
Gene::246721,POLR2J2
Gene::7352,UCP3
Gene::57571,CARNS1
Gene::285679,SPATA31J1
Gene::693183,MIR598
Gene::9940,DLEC1
Gene::6718,AKR1D1
Gene::3578,IL9
Gene::27180,SIGLEC9
Gene::389610,XKR5
Gene::10838,ZNF275
Gene::3204,HOXA7
Gene::54834,GDAP2
Gene::100874392,ANKRD20A12P
Gene::4477,MSMB
Gene::388730,TMEM81
Gene::9617,MTRF1
Gene::407022,MIR296
Gene::389792,IER5L
Gene::731,C8A
Gene::92359,CRB3
Gene::643669,CCER2
Gene::144717,PHETA1
Gene::23176,SEPTIN8
Gene::28959,TMEM176B
Gene::388524,RPSA2
Gene::54890,ALKBH5
Gene::17126,Smad2
Gene::401494,HACD4
Gene::134549,SHROOM1
Gene::339883,APRG1
Gene::150696,PROM2
Gene::28755,TRAC
Gene::91526,ANKRD44
Gene::414157,C10orf62
Gene::168417,ZNF679
Gene::7113,TMPRSS2
Gene::173,AFM
Gene::94056,SYAP1
Gene::55769,ZNF83
Gene::24714,Reg1a
Gene::79591,ARMH3
Gene::642489,FKBP1C
Gene::200010,SLC5A9
Gene::100130348,TMEM262
Gene::171586,ABHD3
Gene::8790,FPGT
Gene::26397;26399,Gene not found in NCBI database.
Gene::219855,SLC37A2
Gene::26032,SUSD5
Gene::554251,FBXO48
Gene::856918,RAD3
Gene::159013,CXorf38
Gene::55692,LUC7L
Gene::219990,OOSP2
Gene::54522,ANKRD16
Gene::256130,TMEM196
Gene::407006,MIR221
Gene::54149,C21orf91
Gene::113000,RPUSD1
Gene::6039,RNASE6
Gene::653268,AGAP7P
Gene::389860,PAGE2B
Gene::121355,GTSF1
Gene::54065,SMIM11
Gene::100462981,MTRNR2L2
Gene::84182,MINDY4
Gene::340168,DPPA5
Gene::94241,TP53INP1
Gene::57150,SMIM8
Gene::728637,MEIKIN
Gene::11118,BTN3A2
Gene::90576,ZNF799
Gene::359710,BPIFB3
Gene::150763,GPAT2
Gene::56245,EPCIP
Gene::220416,LRRC63
Gene::6580,SLC22A1
Gene::23253,ANKRD12
Gene::57134,MAN1C1
Gene::5309,PITX3
Gene::25854,FAM149A
Gene::64097,EPB41L4A
Gene::26074,CFAP61
Gene::5169,ENPP3
Gene::389058,SP5
Gene::55350,VNN3P
Gene::55065,SLC52A1
Gene::65987,KCTD14
Gene::56300,IL36G
Gene::57119,EPPIN
Gene::148418,SAMD13
Gene::27309,ZNF330
Gene::25957,PNISR
Gene::18024,Nfe2l2
Gene::9401,RECQL4
Gene::434,ASIP
Gene::281191,GHRH
Gene::147166,TRIM16L
Gene::150297,C22orf42
Gene::10882,C1QL1
Gene::54219,Cd320
Gene::131368,ZPLD1
Gene::339327,ZNF546
Gene::6150,MRPL23
Gene::5178,PEG3
Gene::80895,ILKAP
Gene::127343,DMBX1
Gene::144448,TSPAN19
Gene::90874,ZNF697
Gene::23228,PLCL2
Gene::653390,RRN3P2
Gene::146395,GSG1L
Gene::126074,SWSAP1
Gene::57179,KIAA1191
Gene::79777,ACBD4
Gene::145258,GSC
Gene::4059,BCAM
Gene::168507,PKD1L1
Gene::26071,RTL8A
Gene::83895,KRTAP1-5
Gene::728386,USP17L5
Gene::2215,FCGR3B
Gene::125476,INO80C
Gene::6439,SFTPB
Gene::101730217,SPECC1L-ADORA2A
Gene::9187,SLC24A1
Gene::1466,CSRP2
Gene::391257,SUMO1P1
Gene::282973,JAKMIP3
Gene::17480,Mpl
Gene::92162,TMEM88
Gene::100689401,Cdkn1b
Gene::51207,DUSP13B
Gene::55188,RIC8B
Gene::145946,SPATA8
Gene::59336,PRDM13
Gene::64858,DCLRE1B
Gene::92922,CCDC102A
Gene::440712,RHEX
Gene::51046,ST8SIA3
Gene::58493,INIP
Gene::100129128,KHDC1L
Gene::27146,FAM184B
Gene::100131244,ANKRD63
Gene::56832,IFNK
Gene::317749,DHRS4L2
Gene::53860,Septin9
Gene::117145,THEM4
Gene::3007,H1-3
Gene::79612,NAA16
Gene::2768677,p53
Gene::377047,PRSS45P
Gene::23626,SPO11
Gene::84933,C8orf76
Gene::27151,CPAMD8
Gene::2577,GAGE5
Gene::5456,POU3F4
Gene::1767,DNAH5
Gene::28483,IGHJ1
Gene::162993,ZNF846
Gene::161247,FITM1
Gene::219793,TBATA
Gene::8847,DLEU2
Gene::2210,FCGR1BP
Gene::374928,ZNF773
Gene::84944,MAEL
Gene::100314194,Mir200a
Gene::285313,IGSF10
Gene::389840,MAP3K15
Gene::85416,ZIC5
Gene::114926,SMIM19
Gene::4668,NAGA
Gene::113026,PLCD3
Gene::9786,KIAA0586
Gene::11450,Adipoq
Gene::152015,ROPN1B
Gene::29800,ZDHHC1
Gene::55857,KIZ
Gene::79230,ZNF557
Gene::282991,BLOC1S2
Gene::158248,TTC16
Gene::56242,ZNF253
Gene::388468,POTEC
Gene::415116,PIM3
Gene::100302142,MIR1246
Gene::57715,SEMA4G
Gene::112703,GARIN5A
Gene::16880,Lifr
Gene::84891,ZSCAN10
Gene::128497,SPATA25
Gene::115817,DHRS1
Gene::17494214,EBNA-1
Gene::23119,HIC2
Gene::64855,NIBAN2
Gene::387176,Mir181a-2
Gene::55172,DNAAF2
Gene::29949,IL19
Gene::170626,XAGE3
Gene::51278,IER5
Gene::5273,SERPINB10
Gene::728411,GUSBP1
Gene::339896,GADL1
Gene::13866,Erbb2
Gene::440335,SMIM22
Gene::645121,CCNI2
Gene::146849,CCDC42
Gene::81037,CLPTM1L
Gene::79054,TRPM8
Gene::1259,CNGA1
Gene::7933,OPLL
Gene::127018,LYPLAL1
Gene::388333,SPDYE4
Gene::285141,ERICH2
Gene::7638,ZNF221
Gene::9633,TESMIN
Gene::84668,HYCC1
Gene::23642,SNHG1
Gene::9118,INA
Gene::255520,ELMOD2
Gene::100008890,NR3C1
Gene::255919,CNEP1R1
Gene::1043,CD52
Gene::12567,Cdk4
Gene::389799,CFAP77
Gene::26579,MYEOV
Gene::100131816,UBE2DNL
Gene::123970,C16orf78
Gene::51260,PBDC1
Gene::246744,STH
Gene::100515679,CXCR5
Gene::83887,TTLL2
Gene::222068,TMED4
Gene::56913,C1GALT1
Gene::124925,SEZ6
Gene::7173,TPO
Gene::6975,TECTB
Gene::54897,CASZ1
Gene::1770,DNAH9
Gene::406927,MIR136
Gene::119392,SFR1
Gene::19261,Sirpa
Gene::574452,MIR494
Gene::11272,PRR4
Gene::219970,GLYATL2
Gene::203076,C8orf74
Gene::150379,PNPLA5
Gene::20219,Apcs
Gene::387837,CLEC12B
Gene::10331,B3GNT3
Gene::253769,WDR27
Gene::79788,ZNF665
Gene::57125,PLXDC1
Gene::245939,DEFB128
Gene::92579,G6PC3
Gene::338785,KRT79
Gene::388795,EFCAB8
Gene::285641,SLC36A3
Gene::7728,ZNF175
Gene::30951,Cbx8
Gene::2186,BPTF
Gene::84270,CARD19
Gene::27123,DKK2
Gene::51390,AIG1
Gene::54529,ASNSD1
Gene::57863,CADM3
Gene::693157,MIR572
Gene::57223,PPP4R3B
Gene::201161,CENPV
Gene::285440,CYP4V2
Gene::23563,CHST5
Gene::25766,PRPF40B
Gene::400830,DEFB132
Gene::406900,MIR106B
Gene::100302203,MIR1271
Gene::81606,LBH
Gene::280705,TF
Gene::150165,XKR3
Gene::7637,ZNF84
Gene::653440,WASH6P
Gene::389161,ANKUB1
Gene::6779,STATH
Gene::253943,YTHDF3
Gene::284402,SCGB2B2
Gene::946,SIGLEC6
Gene::92154,MTSS2
Gene::3813,KIR3DS1
Gene::2134,EXTL1
Gene::714,C1QC
Gene::81493,SYNC
Gene::56140,PCDHA8
Gene::81872,KRTAP2-1
Gene::3552;3569,Gene not found in NCBI database.
Gene::165082,ADGRF3
Gene::57593,EBF4
Gene::94027,CGB7
Gene::121256,TMEM132D
Gene::164237,WFDC13
Gene::3933,LCN1
Gene::286053,NSMCE2
Gene::24932,Cd4
Gene::51778,MYOZ2
Gene::9836,LCMT2
Gene::8823,FGF16
Gene::387032,ZKSCAN4
Gene::11303,Abca1
Gene::7712,ZNF157
Gene::137529,CKS1BP7
Gene::51596,CUTA
Gene::11266,DUSP12
Gene::149998,LIPI
Gene::2971,GTF3A
Gene::4951,OCM2
Gene::8736,MYOM1
Gene::909,CD1A
Gene::474272,BW4
Gene::2657,GDF1
Gene::378951,RBMY1J
Gene::6007,RHD
Gene::18169,Npy6r
Gene::83884,SLC25A2
Gene::120071,LARGE2
Gene::962,CD48
Gene::400629,TEX19
Gene::57094,CPA6
Gene::646892,SH2D7
Gene::642987,TMEM232
Gene::84910,TMEM87B
Gene::57583,TMEM181
Gene::79673,ZNF329
Gene::406953,MIR18A
Gene::2321;3791,Gene not found in NCBI database.
Gene::2016,EMX1
Gene::28970,C11orf54
Gene::4145,MATK
Gene::24,ABCA4
Gene::693235,MIR92B
Gene::57577,CCDC191
Gene::253970,SFTA3
Gene::407054,MIR98
Gene::136332,LRGUK
Gene::339453,TMEM240
Gene::79672,FN3KRP
Gene::92126,DSEL
Gene::55808,ST6GALNAC1
Gene::100820829,MYZAP
Gene::123263,MTFMT
Gene::646019,CBY3
Gene::100505478,TEX48
Gene::768206,PRCD
Gene::91050,CCDC149
Gene::353299,RGSL1
Gene::23207,PLEKHM2
Gene::124446,TMEM219
Gene::162540,SPPL2C
Gene::408029,CDRT15P3
Gene::151477,LINC00471
Gene::2074,ERCC6
Gene::7620,ZNF69
Gene::155030,gag
Gene::23178,PASK
Gene::17196,Mbp
Gene::84616,KRTAP4-4
Gene::644994,SMIM23
Gene::728656,DMRTC1B
Gene::406947,MIR155
Gene::8303,SNN
Gene::722,C4BPA
Gene::116115,ZNF526
Gene::158078,EEF1A1P5
Gene::84888,SPPL2A
Gene::26330,GAPDHS
Gene::55653,BCAS4
Gene::54436,SH3TC1
Gene::286767,PTHLH
Gene::23580,CDC42EP4
Gene::112401,BIRC8
Gene::79963,ABCA11P
Gene::93650,ACP4
Gene::124989,EFCAB13
Gene::5003,SLC22A18AS
Gene::64094,SMOC2
Gene::100129654,TCF24
Gene::65268,WNK2
Gene::165721,DNAJB8
Gene::347853,TBX10
Gene::23474,ETHE1
Gene::54751,FBLIM1
Gene::55007,FAM118A
Gene::9373,PLAA
Gene::139067,SPANXN3
Gene::100129271,KPLCE
Gene::407055,MIR99A
Gene::730249,ACOD1
Gene::9468,PCYT1B
Gene::39089,MTF-1
Gene::724027,MIR657
Gene::283131,NEAT1
Gene::403883,ERBB2
Gene::223117,SEMA3D
Gene::493775,CD4
Gene::100861187,PAEP
Gene::25769,SLC24A2
Gene::122183,PRR20A
Gene::653656,MBD3L4
Gene::1369,CPN1
Gene::4435,CITED1
Gene::63974,NEUROD6
Gene::85359,DGCR6L
Gene::389827,MYMK
Gene::406906,MIR122
Gene::91373,UAP1L1
Gene::23762,OSBP2
Gene::282618,IFNL1
Gene::51228,GLTP
Gene::55297,CCDC91
Gene::28933,IGKV1-33
Gene::25806,VAX2
Gene::57130,ATP13A1
Gene::349667,RTN4RL2
Gene::2529,FUT7
Gene::14805,Grik1
Gene::18226,Nup62
Gene::5455,POU3F3
Gene::3394,IRF8
Gene::388394,RPRML
Gene::2584,GALK1
Gene::5157,PDGFRL
Gene::128822,CST9
Gene::6489,ST8SIA1
Gene::643236,TMEM72
Gene::9330,GTF3C3
Gene::117247,SLC16A10
Gene::63951,DMRTA1
Gene::283652,SLC24A5
Gene::83539,CHST9
Gene::84103,C4orf17
Gene::55565,ZNF821
Gene::343068,PRAMEF5
Gene::219995,MS4A15
Gene::57611,ISLR2
Gene::406928,MIR137
Gene::97,ACYP1
Gene::79886,CAAP1
Gene::286753,TRARG1
Gene::23349,PHF24
Gene::26083,TBC1D29P
Gene::58492,ZNF77
Gene::159119,HSFY2
Gene::91523,PCED1B
Gene::84176,MYH16
Gene::56898,BDH2
Gene::406980,MIR19B1
Gene::15930,Ido1
Gene::199920,FYB2
Gene::130013,ACMSD
Gene::7512,XPNPEP2
Gene::91612,CHURC1
Gene::51052,PRLH
Gene::56884,FSTL5
Gene::252995,FNDC5
Gene::284802,FRG1BP
Gene::158584,FAAH2
Gene::79621,RNASEH2B
Gene::5961,PRPH2
Gene::146862,UNC45B
Gene::9502,XAGE2
Gene::284067,CFAP97D1
Gene::646658,SYNDIG1L
Gene::51527,GSKIP
Gene::2123,EVI2A
Gene::56947,MFF
Gene::58475,MS4A7
Gene::84174,SLA2
Gene::163882,CNST
Gene::51475,CABP2
Gene::54936,ADPRS
Gene::79944,L2HGDH
Gene::6547,SLC8A3
Gene::85285,KRTAP4-1
Gene::28822,IGLV1-47
Gene::50639,MBL3P
Gene::114783,LMTK3
Gene::8646,CHRD
Gene::79400,NOX5
Gene::93107,KCNG4
Gene::53940,FTHL17
Gene::24146,CLDN15
Gene::55079,FEZF2
Gene::1428,CRYM
Gene::404220,TEX56P
Gene::100287569,LINC00173
Gene::134353,LSM11
Gene::644974,ALG1L2
Gene::7190,HSP90B2P
Gene::7498,XDH
Gene::23414,ZFPM2
Gene::4025,LPO
Gene::2354,FOSB
Gene::146779,EFCAB3
Gene::389643,NUGGC
Gene::18805,Pld1
Gene::137964,GPAT4
Gene::196294,IMMP1L
Gene::28639,TRBC1
Gene::11045,UPK1A
Gene::284418,GARIN5B
Gene::339145,CIBAR2
Gene::1618,DAZL
Gene::401509,ZNF658B
Gene::177343,skn-1
Gene::4101,MAGEA2
Gene::11321,GPN1
Gene::5606;5608,Gene not found in NCBI database.
Gene::22876,INPP5F
Gene::8079,MLF2
Gene::389015,SLC9A4
Gene::83857,TMTC1
Gene::146722,CD300LF
Gene::348094,ANKDD1A
Gene::9535,GMFG
Gene::162394,SLFN5
Gene::142910,LIPJ
Gene::27086,FOXP1
Gene::10279,PRSS16
Gene::128488,WFDC12
Gene::24954,Insr
Gene::340527,NHSL2
Gene::84243,ZDHHC18
Gene::59067,IL21
Gene::83552,MFRP
Gene::43847,KLK14
Gene::80863,PRRT1
Gene::5453,POU3F1
Gene::646817,SETSIP
Gene::252884,ZNF396
Gene::149465,CFAP57
Gene::1441,CSF3R
Gene::348487,FAM131C
Gene::353332,KRTAP12-1
Gene::259283,MDS2
Gene::374739,SPMIP8
Gene::1013,CDH15
Gene::55568,GALNT10
Gene::653543,DUX4L7
Gene::54961,SSH3
Gene::26287,ANKRD2
Gene::23348,DOCK9
Gene::100689222,App
Gene::1486587,FPV039
Gene::149628,PYHIN1
Gene::653781,POTEJ
Gene::402160,CFAP99
Gene::40358,Pc
Gene::7380,UPK3A
Gene::100126328,MIR940
Gene::548313,SSX4B
Gene::51744,CD244
Gene::728591,CCDC169
Gene::5024,P2RX3
Gene::54928,BPNT2
Gene::100302158,MIR1231
Gene::72993,Appl1
Gene::1235,CCR6
Gene::282974,STK32C
Gene::57828,CATSPERG
Gene::343990,CRACDL
Gene::912,CD1D
Gene::79575,ABHD8
Gene::85280,KRTAP9-4
Gene::26030,PLEKHG3
Gene::406968,MIR193A
Gene::84306,PDCD2L
Gene::646627,LYPD8
Gene::419,ART3
Gene::348807,CFAP100
Gene::610926,PGP
Gene::389434,IYD
Gene::79628,SH3TC2
Gene::1149323,yopK
Gene::5067,CNTN3
Gene::494514,TYMSOS
Gene::181,AGRP
Gene::4908,NTF3
Gene::7564,ZNF16
Gene::54738,FEV
Gene::8499,PPFIA2
Gene::50651,SLC45A1
Gene::5076,PAX2
Gene::56143,PCDHA5
Gene::284307,ZIK1
Gene::386679,KRTAP10-2
Gene::442038,SULT1C3
Gene::81796,SLCO5A1
Gene::116337,PANX3
Gene::126206,NLRP5
Gene::6565,SLC15A2
Gene::23174,ZCCHC14
Gene::128061,FSAF1
Gene::84885,ZDHHC12
Gene::55659,ZNF416
Gene::85478,CCDC65
Gene::56156,TEX13B
Gene::24088,Tlr2
Gene::39833,aos
Gene::93144,RPS10P5
Gene::80179,MYO19
Gene::57479,PRR12
Gene::41957,Akt
Gene::6767,ST13
Gene::284656,EPHA10
Gene::150248,C22orf15
Gene::729852,UMAD1
Gene::56265,CPXM1
Gene::26610,ELP4
Gene::100037417,DDTL
Gene::79175,ZNF343
Gene::115584,SLC5A11
Gene::121214,SDR9C7
Gene::13614,Edn1
Gene::220359,TIGD3
Gene::83690,CRISPLD1
Gene::280,AMY2B
Gene::30061,SLC40A1
Gene::163223,ZNF676
Gene::30819,KCNIP2
Gene::3233,HOXD4
Gene::102159236,CD160
Gene::9506,PAGE4
Gene::56521,DNAJC12
Gene::460,ASTN1
Gene::147685,C19orf18
Gene::100422979,MIR4324
Gene::23547,LILRA4
Gene::84747,UNC119B
Gene::9760,TOX
Gene::3817,KLK2
Gene::8200,GDF5
Gene::401546,C9orf152
Gene::27300,ZNF544
Gene::165530,CLEC4F
Gene::91624,NEXN
Gene::100500909,MIR3908
Gene::645402,USP17L4
Gene::406988,MIR205
Gene::64224,HERPUD2
Gene::100750225,PCAT1
Gene::79642,ARSJ
Gene::140831,ZSWIM3
Gene::6198;1978,Gene not found in NCBI database.
Gene::4635,MYL4
Gene::104,ADARB1
Gene::388407,LINC02875
Gene::100526693,ARPC4-TTLL3
Gene::343263,MYBPHL
Gene::340075,ARSI
Gene::5152,PDE9A
Gene::170487,ACTL10
Gene::54682,MANSC1
Gene::22797,TFEC
Gene::100506248,PTMAP9
Gene::2169,FABP2
Gene::4100,MAGEA1
Gene::63976,PRDM16
Gene::79935,CCNP
Gene::340441,POTEA
Gene::130132,RFTN2
Gene::56255,TMX4
Gene::81736,Nfkb1
Gene::406932,MIR140
Gene::51244,CCDC174
Gene::2326,FMO1
Gene::284498,C1orf167
Gene::148753,FAM163A
Gene::5177,PEE1
Gene::100507321,ERVK13-1
Gene::338324,S100A7A
Gene::199834,LCE4A
Gene::11166,SOX21
Gene::54467,ANKIB1
Gene::493860,CCDC73
Gene::25902,MTHFD1L
Gene::151525,WDSUB1
Gene::84929,FIBCD1
Gene::253650,ANKRD18A
Gene::340260,UNCX
Gene::2070,EYA4
Gene::200959,GABRR3
Gene::3492,IGH
Gene::7559,ZNF12
Gene::8705,B3GALT4
Gene::127933,UHMK1
Gene::11005,SPINK5
Gene::79884,MAP9
Gene::57010,CABP4
Gene::102724594,LOC102724594
Gene::6955,TRA
Gene::246330,PELI3
Gene::8840,CCN4
Gene::NVA369,Gene not found in NCBI database.
Gene::79838,TMC5
Gene::54916,TMEM260
Gene::179943,egl-1
Gene::100874009,BIRC6-AS1
Gene::574480,MIR519D
Gene::9317,PTER
Gene::8938,BAIAP3
Gene::733,C8G
Gene::6521;6508,Gene not found in NCBI database.
Gene::51175,TUBE1
Gene::1953,MEGF6
Gene::115111,SLC26A7
Gene::952,CD38
Gene::388135,INSYN1
Gene::4883,NPR3
Gene::11131,CAPN11
Gene::474301,BP5
Gene::9369,NRXN3
Gene::1419,CRYGB
Gene::825,CAPN3
Gene::162962,ZNF836
